doc_id,entity,label,frequency
nyasatimes_125,K10,ORG,1
nyasatimes_125,K15,ORG,1
nyasatimes_125,K20,ORG,1
nyasatimes_125,K25,ORG,1
nyasatimes_125,Paul Chiphwanya,PERSON,1
nyasatimes_125,Tuesday,DATE,1
nyasatimes_125,night,TIME,1
nyasatimes_125,Chiphwanya,PERSON,1
nyasatimes_131,BPC,LOC,5
nyasatimes_131,Malawians,NORP,3
nyasatimes_131,Harawa,ORG,3
nyasatimes_131,Kanache,ORG,2
nyasatimes_131,Malawian,NORP,2
nyasatimes_131,Ma Blacks,PERSON,1
nyasatimes_131,Malawi,GPE,1
nyasatimes_131,Partners Blantyre Press Club,ORG,1
nyasatimes_131,Blantyre Press Club,ORG,1
nyasatimes_131,Malawi,ORG,1
nyasatimes_131,Black Missionaries,PERSON,1
nyasatimes_131,Friday,DATE,1
nyasatimes_131,K3 Million,PERSON,1
nyasatimes_131,Blessings Kanache,PERSON,1
nyasatimes_131,Mibawa Hall,FAC,1
nyasatimes_131,Blantyre Kanache,ORG,1
nyasatimes_131,thousands,CARDINAL,1
nyasatimes_131,the Black Missionaries,ORG,1
nyasatimes_131,Mibawa Multi,PERSON,1
nyasatimes_131,Limbe,GPE,1
nyasatimes_131,this Friday 22 March,DATE,1
nyasatimes_131,8 pm,TIME,1
nyasatimes_131,the Malawi Red Cross,ORG,1
nyasatimes_131,Nsanje,ORG,1
nyasatimes_131,Blantyre,PERSON,1
nyasatimes_131,Blantyre,ORG,1
nyasatimes_131,first,ORDINAL,1
nyasatimes_131,Karonga,PRODUCT,1
nyasatimes_131,Chikwawa,PERSON,1
nyasatimes_131,one,CARDINAL,1
nyasatimes_131,Anthony Makondetsa,PERSON,1
nyasatimes_131,the night,TIME,1
nyasatimes_131,Club,ORG,1
nyasatimes_131,Malawi Red Cross,PERSON,1
nyasatimes_131,Mibawa,GPE,1
nyasatimes_39,FCB,ORG,3
nyasatimes_39,Malawians,NORP,3
nyasatimes_39,thousands,CARDINAL,2
nyasatimes_39,Luchenza,ORG,2
nyasatimes_39,Chikwawa,PERSON,2
nyasatimes_39,Kadantot,ORG,2
nyasatimes_39,First Capital Bank,ORG,1
nyasatimes_39,K10,ORG,1
nyasatimes_39,First Capital Bank Plc,ORG,1
nyasatimes_39,K10 million,CARDINAL,1
nyasatimes_39,La Caverna’s,ORG,1
nyasatimes_39,Blue Buckets of Hope,WORK_OF_ART,1
nyasatimes_39,Mulanje,PERSON,1
nyasatimes_39,Blantyre,GPE,1
nyasatimes_39,FCB Acting Chief Executive Officer,ORG,1
nyasatimes_39,Thomas Kadantot,PERSON,1
nyasatimes_39,Bank,ORG,1
nyasatimes_39,millions,CARDINAL,1
nyasatimes_39,Caverna Arts Gallery,ORG,1
nyasatimes_39,Lois Losacco,PERSON,1
nyasatimes_39,Community Based Organisations,ORG,1
nyasatimes_39,Joshua,PERSON,1
nyasatimes_39,more than 20 years,DATE,1
nyasatimes_39,Losacco,ORG,1
nyasatimes_39,Likuni Phala,ORG,1
malawi24_57,878,CARDINAL,2
malawi24_57,Moleni,PERSON,2
malawi24_57,Nkhotakota,GPE,1
malawi24_57,Nkhotakota,ORG,1
malawi24_57,Wednesday,DATE,1
malawi24_57,the wee hours,TIME,1
malawi24_57,Saturday,DATE,1
malawi24_57,the Department of Disaster Management Affairs,ORG,1
malawi24_57,Nthondo,ORG,1
malawi24_57,Kalimanjira Trading Centre and Mkazimasika School Camps,ORG,1
malawi24_57,Disaster Management Affairs,ORG,1
malawi24_57,Wilson Moleni,PERSON,1
malawi24_57,yesterday,DATE,1
malawi24_57,Sub/TA Kalimanjira and Acting District,ORG,1
malawi24_57,Greystone Alindiamawo,PERSON,1
nyasatimes_11,Chipasula River,LOC,5
nyasatimes_11,Kawale,GPE,2
nyasatimes_11,at least two hours,TIME,2
nyasatimes_11,Chipasula,PERSON,2
nyasatimes_11,three,CARDINAL,2
nyasatimes_11,Mazoni,PERSON,2
nyasatimes_11,176,CARDINAL,1
nyasatimes_11,Lilongwe,GPE,1
nyasatimes_11,At least 176,CARDINAL,1
nyasatimes_11,Chipasula, Kaliyeka and,ORG,1
nyasatimes_11,Thursday,DATE,1
nyasatimes_11,The Ministry of Homeland Security,ORG,1
nyasatimes_11,Nicholas Dausi,PERSON,1
nyasatimes_11,Friday,DATE,1
nyasatimes_11,“Thank,ORG,1
nyasatimes_11,the day,DATE,1
nyasatimes_11,night,TIME,1
nyasatimes_11,around 3 o’clock in the afternoon,TIME,1
nyasatimes_11,32 year old,DATE,1
nyasatimes_11,Doreen Kanyoza,WORK_OF_ART,1
nyasatimes_11,12 year,DATE,1
nyasatimes_11,a few metres,QUANTITY,1
nyasatimes_11,about an hour,TIME,1
nyasatimes_11,Kanyoza,ORG,1
nyasatimes_11,last year,DATE,1
nyasatimes_11,Biwi,ORG,1
nyasatimes_11,John Banda,PERSON,1
nyasatimes_11,Chidzanja Bridge,PERSON,1
nyasatimes_11,70 year old,DATE,1
nyasatimes_11,Willam Mazoni,PERSON,1
nyasatimes_11,Chipasula Secondary School,ORG,1
nyasatimes_11,23,CARDINAL,1
nyasatimes_11,“Lilongwe City,GPE,1
nyasatimes_11,16 years,DATE,1
nyasatimes_11,16,CARDINAL,1
nyasatimes_11,Kaliyeka Ward,PERSON,1
nyasatimes_11,Richard Banda,PERSON,1
nyasatimes_11,the past three consecutive years,DATE,1
nyasatimes_11,Lilongwe District,LOC,1
nyasatimes_11,Chipasula,GPE,1
malawi24_80,70-year-old,DATE,1
malawi24_80,Ireen Ngwira,ORG,1
malawi24_80,Mbiriwizi River,LOC,1
malawi24_80,Chozoli Rumphi,PERSON,1
malawi24_80,Ngwira,PERSON,1
malawi24_80,morning hours,TIME,1
malawi24_80,February 11, 2019,DATE,1
malawi24_80,Rumphi District Hospital,FAC,1
malawi24_80,Kadoko Village,FAC,1
malawi24_80,Traditional Authority,ORG,1
malawi24_94,Botswana,ORG,5
malawi24_94,two,CARDINAL,2
malawi24_94,Malawians,NORP,1
malawi24_94,Friday,DATE,1
malawi24_94,Malawi,NORP,1
malawi24_94,March 2019,DATE,1
malawi24_94,the Botswana Defence Force,ORG,1
malawi24_94,Chileka Airport,FAC,1
malawi24_94,Blantyre,GPE,1
malawi24_94,11.55 am,TIME,1
malawi24_94,one tonne,QUANTITY,1
malawi24_94,ten tonnes,QUANTITY,1
malawi24_94,four tonnes,QUANTITY,1
malawi24_94,500,CARDINAL,1
malawi24_94,Malawi His Excellency Lt,PERSON,1
malawi24_94,Louis Matshwenyego,PERSON,1
malawi24_94,Matshwenyego,GPE,1
malawi24_94,Disaster Management Affairs,ORG,1
malawi24_94,Wilson Moleni,PERSON,1
malawi24_94,Arthur Peter Mutharika,PERSON,1
malawi24_94,8th March,DATE,1
malawi24_94,Moleni,PERSON,1
malawi24_94,seven more tonnes,QUANTITY,1
malawi24_81,Duwa,PERSON,2
malawi24_81,Balaka,ORG,1
malawi24_81,K1.2 million,CARDINAL,1
malawi24_81,Aubrey Duwa,PERSON,1
malawi24_81,today,DATE,1
malawi24_81,one,CARDINAL,1
malawi24_81,five,CARDINAL,1
malawi24_81,Mpulura,GPE,1
malawi24_81,Sawali,GPE,1
malawi24_81,Matola,GPE,1
malawi24_81,Chiendausiku,GPE,1
malawi24_81,Balaka,GPE,1
malawi24_81,One,CARDINAL,1
malawi24_81,Elles Sangweni,PERSON,1
malawi24_81,Matola village,GPE,1
malawi24_81,56 year old,DATE,1
malawi24_81,the night of,TIME,1
malawi24_81,March,DATE,1
malawi24_81,2019,DATE,1
malawi24_81,daily,DATE,1
malawi24_81,Malawi,PERSON,1
malawi24_81,three,CARDINAL,1
malawi24_81,African,NORP,1
malawi24_81,Idai,PRODUCT,1
malawi24_81,Approximately 850 thousand,CARDINAL,1
nyasatimes_10,Mozambicans,NORP,6
nyasatimes_10,Malawi,ORG,2
nyasatimes_10,Nsanje,GPE,2
nyasatimes_10,Malawians,NORP,2
nyasatimes_10,Chavula,PERSON,2
nyasatimes_10,the Malawi Defence Force,ORG,2
nyasatimes_10,Moleni,PERSON,2
nyasatimes_10,Makhanga,PERSON,1
nyasatimes_10,Nsanje,NORP,1
nyasatimes_10,Rengard Chavula,PERSON,1
nyasatimes_10,Malawian,NORP,1
nyasatimes_10,Chavula,GPE,1
nyasatimes_10,Tengani,ORG,1
nyasatimes_10,Mbenje,PERSON,1
nyasatimes_10,Tengani,PERSON,1
nyasatimes_10,at least 30,CARDINAL,1
nyasatimes_10,Makhanga,PRODUCT,1
nyasatimes_10,Nsanje District,LOC,1
nyasatimes_10,Tuesday,DATE,1
nyasatimes_10,the past few days,DATE,1
nyasatimes_10,the east bank of the Shire River,ORG,1
nyasatimes_10,Nsanje,ORG,1
nyasatimes_10,almost 21,CARDINAL,1
nyasatimes_10,Monday,DATE,1
nyasatimes_10,Disaster Management Affairs Department,ORG,1
nyasatimes_10,Wilson Moleni,ORG,1
nyasatimes_10,Bangula Trading Centre,ORG,1
nyasatimes_10,Bangula,GPE,1
nyasatimes_10,east bank,GPE,1
nyasatimes_10,Kenneth Jali,PERSON,1
nyasatimes_10,Mana,ORG,1
malawi24_42,Malawi,ORG,2
malawi24_42,100,000,MONEY,2
malawi24_42,Otengo,ORG,2
malawi24_42,African Union,ORG,1
malawi24_42,The African Union,ORG,1
malawi24_42,about K74 million,MONEY,1
malawi24_42,Displaced Persons,ORG,1
malawi24_42,Rebecca Otengo,PERSON,1
malawi24_42,Saturday,DATE,1
malawi24_42,Nyangu Camp,FAC,1
malawi24_42,Makhuwira,GPE,1
malawi24_42,Chikwawa,GPE,1
malawi24_42,three,CARDINAL,1
malawi24_42,AU.Otengo,GPE,1
malawi24_42,US$100,000 and US$,MONEY,1
malawi24_42,150,000,MONEY,1
malawi24_42,Zimbabwe,GPE,1
malawi24_42,Mozambique,NORP,1
malawi24_42,DoDMA’s,ORG,1
malawi24_42,Response,ORG,1
malawi24_42,Recovery Harris Kachale,PERSON,1
malawi24_42,first,ORDINAL,1
malawi24_42,over 89,000,CARDINAL,1
malawi24_42,Kachale,PERSON,1
malawi24_42,AU,ORG,1
malawi24_42,Thursday,DATE,1
malawi24_42,15,CARDINAL,1
malawi24_42,Chikwawa,PERSON,1
malawi24_42,Nsanje,ORG,1
malawi24_42,DoDMA,ORG,1
malawi24_42,the Malawi Defence Force,ORG,1
malawi24_42,the South African National Defence Force,ORG,1
nyasatimes_38,MCP,ORG,4
nyasatimes_38,26,CARDINAL,2
nyasatimes_38,Chakwera,ORG,1
nyasatimes_38,Malawi Congress Party,ORG,1
nyasatimes_38,Lazarus Chakwera,PERSON,1
nyasatimes_38,thousands,CARDINAL,1
nyasatimes_38,hundreds,CARDINAL,1
nyasatimes_38,Southern,NORP,1
nyasatimes_38,Lilongwe,GPE,1
nyasatimes_38,Saturday,DATE,1
nyasatimes_38,CrossRoads Hotel,ORG,1
nyasatimes_38,Peter Mutharika,PERSON,1
nyasatimes_38,Friday,DATE,1
nyasatimes_38,the Electricity Generation Company (Egenco,LAW,1
nyasatimes_38,Nkula,GPE,1
nyasatimes_38,Kapichira Power Stations,ORG,1
nyasatimes_38,Egenco,PERSON,1
nyasatimes_38,270 megawatts,QUANTITY,1
nyasatimes_38,MW,ORG,1
nyasatimes_38,320MW.Department,CARDINAL,1
nyasatimes_38,Meteorological Services,ORG,1
nyasatimes_38,the Mozambican Channel,ORG,1
nyasatimes_38,the Inter-Tropical Convergence Zone,ORG,1
nyasatimes_38,Southern Malawi,PERSON,1
nyasatimes_130,Mutharika,GPE,2
nyasatimes_130,Peter Mutharika,PERSON,1
nyasatimes_130,Monday,DATE,1
nyasatimes_130,Chikuse Camp,FAC,1
nyasatimes_130,Chikwawa District,LOC,1
nyasatimes_130,six-month,DATE,1
nyasatimes_130,Homeland Security,ORG,1
nyasatimes_130,Nicholas Dausi,PERSON,1
nyasatimes_130,Dausi,PERSON,1
nyasatimes_130,Chikwawa District Commissioner,PERSON,1
nyasatimes_130,Lusizi Nhlane,PERSON,1
nyasatimes_130,between March 5 and 10 March,DATE,1
nyasatimes_130,53,DATE,1
nyasatimes_130,765,CARDINAL,1
nyasatimes_130,12,CARDINAL,1
nyasatimes_130,755,CARDINAL,1
nyasatimes_130,56,CARDINAL,1
nyasatimes_130,5,210,CARDINAL,1
nyasatimes_130,7,488,CARDINAL,1
nyasatimes_130,34,CARDINAL,1
nyasatimes_130,nine,CARDINAL,1
nyasatimes_130,two,CARDINAL,1
nyasatimes_130,Nhlane,PERSON,1
nyasatimes_124,Sana,PERSON,4
nyasatimes_124,Msungama,ORG,3
nyasatimes_124,Sana Cash,PERSON,2
nyasatimes_124,Maliro,PERSON,2
nyasatimes_124,Lilongwe,PERSON,1
nyasatimes_124,About 150,CARDINAL,1
nyasatimes_124,Kawale,GPE,1
nyasatimes_124,Chipasula,PERSON,1
nyasatimes_124,last week,DATE,1
nyasatimes_124,Kawale-Nchesi,ORG,1
nyasatimes_124,150,CARDINAL,1
nyasatimes_124,the rainy season,DATE,1
nyasatimes_124,Nyasa Times,ORG,1
nyasatimes_124,Carry Human Resources,ORG,1
nyasatimes_124,Tennyson Kipandura,PERSON,1
nyasatimes_124,Ulemu Msungama,ORG,1
nyasatimes_124,Kipandura,GPE,1
nyasatimes_124,Kipandura,ORG,1
nyasatimes_124,the Chipasula Secondary School,ORG,1
nyasatimes_124,first,ORDINAL,1
nyasatimes_124,2017,DATE,1
nyasatimes_124,Last year,DATE,1
nyasatimes_124,this year,DATE,1
nyasatimes_124,one,CARDINAL,1
nyasatimes_124,Rose Sikanona,PERSON,1
nyasatimes_129,the Department of Disaster Management Affairs,ORG,3
nyasatimes_129,Airtel,ORG,3
nyasatimes_129,Airtel Malawi,PERSON,2
nyasatimes_129,Lilongwe Technical College,ORG,2
nyasatimes_129,K20,PERSON,1
nyasatimes_129,Nsanje,GPE,1
nyasatimes_129,Chikwawa,GPE,1
nyasatimes_129,Mulanje,PERSON,1
nyasatimes_129,Machinga,ORG,1
nyasatimes_129,Mangochi,GPE,1
nyasatimes_129,Zomba,PERSON,1
nyasatimes_129,Thursday,DATE,1
nyasatimes_129,Capital Hill,LOC,1
nyasatimes_129,Lilongwe,GPE,1
nyasatimes_129,Airtel Legal,ORG,1
nyasatimes_129,Regulatory,ORG,1
nyasatimes_129,Hlupikire Chalamba,PERSON,1
nyasatimes_129,the day,DATE,1
nyasatimes_129,James Chiusiwa,PERSON,1
nyasatimes_129,187,CARDINAL,1
nyasatimes_129,Camps,ORG,1
nyasatimes_129,Malawi,PERSON,1
nyasatimes_129,Chiusiwa,ORG,1
nyasatimes_129,Airtel,PRODUCT,1
nyasatimes_129,000,CARDINAL,1
nyasatimes_129,16 000,CARDINAL,1
nyasatimes_129,Mosques,FAC,1
nyasatimes_129,Tents,WORK_OF_ART,1
nyasatimes_129,10,CARDINAL,1
nyasatimes_129,Wednesday,DATE,1
nyasatimes_129,the Ministry of Labor,ORG,1
nyasatimes_129,Matemba,PERSON,1
nyasatimes_129,Computers,NORP,1
nyasatimes_129,Lilongwe Technical College Suzika Mvalo,ORG,1
nyasatimes_101,NBM,ORG,3
nyasatimes_101,National Bank of Malawi,ORG,2
nyasatimes_101,K20,PERSON,2
nyasatimes_101,Jiya,PERSON,2
nyasatimes_101,K20,ORG,1
nyasatimes_101,NBM) plc,ORG,1
nyasatimes_101,12,CARDINAL,1
nyasatimes_101,Cyclone Idai,PRODUCT,1
nyasatimes_101,Homeland Security Nicholus,ORG,1
nyasatimes_101,Tuesday,DATE,1
nyasatimes_101,Blantyre,PERSON,1
nyasatimes_101,the Department of Disaster Management Affairs,ORG,1
nyasatimes_101,Harold Jiya,PERSON,1
nyasatimes_101,The Bank of the Nation’,WORK_OF_ART,1
nyasatimes_101,last month,DATE,1
nyasatimes_101,Dedza,GPE,1
nyasatimes_101,Mangochi,GPE,1
nyasatimes_101,Neno,GPE,1
nyasatimes_101,Soya,ORG,1
nyasatimes_101,one,CARDINAL,1
nyasatimes_101,Dausi,ORG,1
nyasatimes_101,Dausi,GPE,1
nyasatimes_101,National Bank,ORG,1
nyasatimes_101,Dausi,PERSON,1
nyasatimes_101,March,DATE,1
nyasatimes_101,60,CARDINAL,1
nyasatimes_101,thousands,CARDINAL,1
nyasatimes_101,Peter Mutharika,PERSON,1
nyasatimes_21,today,DATE,2
nyasatimes_21,Prophet TB Joshua’s,PERSON,1
nyasatimes_21,Malawi,GPE,1
nyasatimes_21,Blantyre,ORG,1
nyasatimes_21,Emmanuel TV Partners,ORG,1
nyasatimes_21,Nigerian,NORP,1
nyasatimes_21,prophet T. B Joshua,PERSON,1
nyasatimes_21,Sunday,DATE,1
nyasatimes_21,Traditional Authority,ORG,1
nyasatimes_21,first,ORDINAL,1
nyasatimes_21,about a month ago,DATE,1
nyasatimes_21,Maize,PERSON,1
nyasatimes_21,One,CARDINAL,1
nyasatimes_21,Partners,ORG,1
nyasatimes_21,Gondwe,PERSON,1
nyasatimes_21,Prophet Joshua,PERSON,1
nyasatimes_21,Group Village,ORG,1
nyasatimes_21,Headman Mkumba,PERSON,1
nyasatimes_21,Blantyre,PERSON,1
nyasatimes_21,14,CARDINAL,1
nyasatimes_21,TA Lundu,GPE,1
nyasatimes_21,about 2903,CARDINAL,1
nyasatimes_35,Machinga,GPE,3
nyasatimes_35,Tuesday,DATE,1
nyasatimes_35,Likuni Phala,WORK_OF_ART,1
nyasatimes_35,early last month,DATE,1
nyasatimes_35,Machinga Chairperson,PERSON,1
nyasatimes_35,Grey Natoto Mphithi,ORG,1
nyasatimes_35,Genesis Nutritional Company,ORG,1
nyasatimes_35,Genesis Nutritional Company Products,ORG,1
nyasatimes_35,Harry Haroon,PERSON,1
nyasatimes_35,Kamzota,GPE,1
nyasatimes_35,four hours,TIME,1
nyasatimes_35,Kamzota,ORG,1
nyasatimes_35,One,CARDINAL,1
nyasatimes_35,Aida Wilson,PERSON,1
nyasatimes_35,Wilson,ORG,1
nyasatimes_35,five,CARDINAL,1
nyasatimes_35,59,CARDINAL,1
nyasatimes_35,Over 29,000,CARDINAL,1
nyasatimes_35,145,CARDINAL,1
nyasatimes_35,000,CARDINAL,1
nyasatimes_35,Machinga,ORG,1
nyasatimes_34,Commission,ORG,4
nyasatimes_34,MEC,ORG,3
nyasatimes_34,The Malawi Electoral Commission,ORG,1
nyasatimes_34,Tuesday,DATE,1
nyasatimes_34,three,CARDINAL,1
nyasatimes_34,Mwanza,GPE,1
nyasatimes_34,Chikwawa,PERSON,1
nyasatimes_34,Nsanje,ORG,1
nyasatimes_34,Malawians,NORP,1
nyasatimes_114,Unilever,ORG,4
nyasatimes_114,Unilever Malawi,PERSON,2
nyasatimes_114,Red Cross Malawi,ORG,2
nyasatimes_114,Changole,PERSON,2
nyasatimes_114,Lifebouy,GPE,1
nyasatimes_114,Phalombe,GPE,1
nyasatimes_114,2 077,CARDINAL,1
nyasatimes_114,Lifebuoy,GPE,1
nyasatimes_114,Idai,FAC,1
nyasatimes_114,Madalitso Camp,FAC,1
nyasatimes_114,565,CARDINAL,1
nyasatimes_114,2 827,CARDINAL,1
nyasatimes_114,Malawi Red Cross Society,ORG,1
nyasatimes_114,Levison Changole,PERSON,1
nyasatimes_114,14,000,CARDINAL,1
nyasatimes_114,Non Food,ORG,1
nyasatimes_114,DFID,ORG,1
nyasatimes_114,EU,ORG,1
nyasatimes_114,ECHO,ORG,1
nyasatimes_114,Danish,GPE,1
nyasatimes_114,Netherlands,GPE,1
nyasatimes_114,Swiss,NORP,1
nyasatimes_114,Belgian Red Cross Societies,ORG,1
nyasatimes_114,Red Cross,ORG,1
nyasatimes_114,170,CARDINAL,1
nyasatimes_114,Chikwawa,GPE,1
nyasatimes_114,Nsanje,ORG,1
nyasatimes_114,Phalombe,PERSON,1
nyasatimes_114,Unilever Malawi Country,ORG,1
nyasatimes_114,Anele Zunga,PERSON,1
nyasatimes_114,one,CARDINAL,1
nyasatimes_114,World,ORG,1
nyasatimes_114,190,CARDINAL,1
nyasatimes_114,2.5 billion,CARDINAL,1
nyasatimes_100,Zimbabwe,GPE,3
nyasatimes_100,Mozambique,NORP,2
nyasatimes_100,Pope Francis,PERSON,2
nyasatimes_100,Malawi,GPE,2
nyasatimes_100,Pope,PERSON,1
nyasatimes_100,Cyclone Idai,PRODUCT,1
nyasatimes_100,Malawi,ORG,1
nyasatimes_100,Catholic Church,ORG,1
nyasatimes_100,Mozambique,GPE,1
nyasatimes_100,Malawi,PERSON,1
nyasatimes_100,thousands,CARDINAL,1
nyasatimes_100,Saint Peter’s Square,FAC,1
nyasatimes_100,Wednesday,DATE,1
nyasatimes_100,The United Nations,ORG,1
nyasatimes_100,one,CARDINAL,1
nyasatimes_100,decades,DATE,1
nyasatimes_100,nearly a million,CARDINAL,1
nyasatimes_100,more than 80,000,CARDINAL,1
nyasatimes_128,PIL,ORG,3
nyasatimes_128,Petroleum Importers Limited,ORG,2
nyasatimes_128,Phalombe,GPE,2
nyasatimes_128,World Vision,ORG,2
nyasatimes_128,Semu,GPE,2
nyasatimes_128,K10,ORG,1
nyasatimes_128,World Vision Malawi,ORG,1
nyasatimes_128,Dr Enwell Kadango,PERSON,1
nyasatimes_128,Arthur Peter Mutharika,PERSON,1
nyasatimes_128,the Indian Ocean,LOC,1
nyasatimes_128,hundreds,CARDINAL,1
nyasatimes_128,thousands,CARDINAL,1
nyasatimes_128,Mozambican,NORP,1
nyasatimes_128,Beira,GPE,1
nyasatimes_128,WORLD Vision,ORG,1
nyasatimes_128,World Vision District Programs,ORG,1
nyasatimes_128,Phalombe Samson Semu,ORG,1
nyasatimes_128,Ellis Simudya,PERSON,1
nyasatimes_128,Malawi,PERSON,1
nyasatimes_128,14,CARDINAL,1
nyasatimes_128,56,CARDINAL,1
nyasatimes_116,Chimulirenji,ORG,3
nyasatimes_116,Zomba,PERSON,2
nyasatimes_116,Democratic Progressive Party,ORG,1
nyasatimes_116,DPP,ORG,1
nyasatimes_116,Civic Education,ORG,1
nyasatimes_116,Everton Chimulirenji,PERSON,1
nyasatimes_116,Sunday,DATE,1
nyasatimes_116,a busy day,DATE,1
nyasatimes_116,29 000,CARDINAL,1
nyasatimes_116,6,CARDINAL,1
nyasatimes_116,6 Miles,QUANTITY,1
nyasatimes_116,Traditional Authority Chikowi,ORG,1
nyasatimes_116,Chimulirenj,ORG,1
nyasatimes_116,Charles Mchacha,PERSON,1
nyasatimes_116,Mwayi Kamuyambeni,PERSON,1
nyasatimes_116,Brave Mkwezalamba,PERSON,1
nyasatimes_116,the Department of Disaster Management Affairs,ORG,1
nyasatimes_116,the Ministry of Homeland Security,ORG,1
nyasatimes_116,Mutharika,GPE,1
nyasatimes_116,Malawians,NORP,1
nyasatimes_116,Emmanuel Bambe,PERSON,1
nyasatimes_2,Malawi,PERSON,3
nyasatimes_2,the Russian Federation,GPE,3
nyasatimes_2,Russia,GPE,2
nyasatimes_2,Russian,NORP,1
nyasatimes_2,Malawi,GPE,1
nyasatimes_2,30 1045 tons,QUANTITY,1
nyasatimes_2,Homeland Security,ORG,1
nyasatimes_2,Nicholas Dausi,PERSON,1
nyasatimes_2,‘On,GPE,1
nyasatimes_2,Vladimir Putin,PERSON,1
nyasatimes_2,67,CARDINAL,1
nyasatimes_2,over a million,CARDINAL,1
nyasatimes_2,64,CARDINAL,1
nyasatimes_2,75,CARDINAL,1
nyasatimes_2,America,GPE,1
nyasatimes_2,Germany,GPE,1
nyasatimes_2,Britain,GPE,1
nyasatimes_2,Dausi,PERSON,1
nyasatimes_2,Ambassadorof the Russian Federation,ORG,1
nyasatimes_2,the Republics of Zimbabwe,ORG,1
nyasatimes_2,Malawi, Sergey V. Bakharev,ORG,1
nyasatimes_2,“On behalf,PERSON,1
nyasatimes_2,two,CARDINAL,1
nyasatimes_36,Madula,PERSON,3
nyasatimes_36,Malawians,NORP,2
nyasatimes_36,PS Madula,ORG,1
nyasatimes_36,the Ministry of Homeland Security,ORG,1
nyasatimes_36,Sam Madula,PERSON,1
nyasatimes_36,Mangochi,GPE,1
nyasatimes_36,five – day,DATE,1
nyasatimes_36,one,CARDINAL,1
nyasatimes_36,every year,DATE,1
nyasatimes_36,Soche Hill,LOC,1
nyasatimes_36,Blantyre,GPE,1
nyasatimes_36,Mtandire,GPE,1
nyasatimes_36,Lilongwe,PERSON,1
nyasatimes_36,Lower Shire,GPE,1
nyasatimes_36,five-day,DATE,1
nyasatimes_36,Asian,NORP,1
nyasatimes_36,Bangkok,GPE,1
nyasatimes_36,Thailand,GPE,1
nyasatimes_36,Aslam Perwais,ORG,1
nyasatimes_36,Malawi News Agency,ORG,1
nyasatimes_36,Mana,ORG,1
nyasatimes_36,Malawi,PERSON,1
nyasatimes_36,Perwais,ORG,1
nyasatimes_36,the World Bank,ORG,1
nyasatimes_36,2015,DATE,1
nyasatimes_36,230,000,CARDINAL,1
nyasatimes_36,at least 175,CARDINAL,1
nyasatimes_36,the World Bank’s Senior Disaster Risk Management Specialist,ORG,1
nyasatimes_36,Francis Mkoka,PERSON,1
nyasatimes_36,ADPC,ORG,1
nyasatimes_22,MCP,ORG,4
nyasatimes_22,Mia,PERSON,4
nyasatimes_22,the recent days,DATE,2
nyasatimes_22,Chakwera-Mia,ORG,1
nyasatimes_22,Over 2000,CARDINAL,1
nyasatimes_22,Nsanje,NORP,1
nyasatimes_22,Sunday, March 17, 2019,DATE,1
nyasatimes_22,Malawi Congress Party,ORG,1
nyasatimes_22,Lazarus Chakwera,PERSON,1
nyasatimes_22,nearly a million,CARDINAL,1
nyasatimes_22,At least 45,CARDINAL,1
nyasatimes_22,tens of thousands,CARDINAL,1
nyasatimes_22,Sidik Mia,WORK_OF_ART,1
nyasatimes_22,1,760,CARDINAL,1
nyasatimes_22,Nyachikadza,GPE,1
nyasatimes_22,416,CARDINAL,1
nyasatimes_22,Mankhokwe,GPE,1
nyasatimes_22,Traditional Authority,ORG,1
nyasatimes_22,Shire River,LOC,1
nyasatimes_22,Chakwera,PERSON,1
nyasatimes_22,Lilongwe,GPE,1
nyasatimes_22,the day,DATE,1
nyasatimes_22,the United States of America,GPE,1
nyasatimes_22,USA,GPE,1
nyasatimes_22,Chakwera,ORG,1
nyasatimes_22,National Campaign Director,ORG,1
nyasatimes_22,Kunkuyu,ORG,1
nyasatimes_22,Malata and Cement Subsidy Programme,WORK_OF_ART,1
nyasatimes_22,the Shire Vallay,PRODUCT,1
nyasatimes_22,Nsanje South,PERSON,1
nyasatimes_22,Kunkuyu,GPE,1
nyasatimes_22,Abida,GPE,1
nyasatimes_22,MCP Shadow,ORG,1
nyasatimes_22,Chikwawa Nkombedzi Constituency,PERSON,1
nyasatimes_22,Chikwawa,PERSON,1
nyasatimes_22,Nsanje,ORG,1
nyasatimes_23,Red Cross,ORG,3
nyasatimes_23,Phalombe,GPE,2
nyasatimes_23,Liyati,GPE,2
nyasatimes_23,Malawi,PERSON,1
nyasatimes_23,Malawi Red Cross Society,ORG,1
nyasatimes_23,Francis Liyati,PERSON,1
nyasatimes_23,Matawa Primary School,ORG,1
nyasatimes_23,first,ORDINAL,1
nyasatimes_23,159,CARDINAL,1
nyasatimes_23,Matawa,GPE,1
nyasatimes_23,approximately 50,CARDINAL,1
nyasatimes_23,one,CARDINAL,1
nyasatimes_23,Matawa Camp,ORG,1
nyasatimes_23,Lucy Nkhata,PERSON,1
nyasatimes_23,68,DATE,1
nyasatimes_23,KalindeVillage,ORG,1
nyasatimes_23,Phalombe District Council,ORG,1
nyasatimes_23,the Red Cross Malawi Society,ORG,1
nyasatimes_23,approximately 1,500,CARDINAL,1
nyasatimes_23,Traditional Authority,ORG,1
nyasatimes_23,Jenala,GPE,1
nyasatimes_23,Kaduya,GPE,1
nyasatimes_37,Lilongwe,PERSON,2
